[387, -187, 238, 135, -38, 733, 671, 905, -165, -130, 929, 47, 796, 139, -236, 290, -183, 485, 172, 917, 567, 27, -36, -12, 577, 738, 176, 846, 748, 661, -216, 597, 935, 239, 580, 400, 352, 302, 87, 21, 608, 542, 607, 190, 934, 902, -140, 753, 239, 157]
[737, 383, 940, 977, -39, 149, 426, 208, 985, 91, -5, 560, 50, 317, -58, 980, 207, 181, 941, 666, 534, 172, 680, 458, 139, -107, 1007, 580, 180, -138, -107, -68, 869, 213, -28, -65, 713, 1005, 341, 5, 769, 12, 415, 91, 498, 394, 574, -164, -34, 884]
[-91, 73, 570, -14, 684, -137, 75, -58, 300, -140, 647, 651, 203, 90, 395, -201, 249, -147, -119, 961, 832, 824, 228, 233, -179, 411, 732, 403, 465, 646, 217, 732, 681, 658, 282, 282, 462, 368, 985, 462, 219, -200, 196, 685, 301, 219, 656, 56, 764, -96]
[457, -100, 755, 279, -38, -173, -54, 398, -222, 469, 860, 710, -89, 232, 750, -26, 847, 903, -235, -248, 673, 211, 491, 998, 4, 251, -214, 177, -60, 66, 978, 766, 46, 602, 344, -219, 921, 554, 648, 706, 338, 725, 600, -149, 82, 105, 924, 682, 267, -6]
[780, -49, 129, 175, 838, 250, -9, -160, 464, 944, 861, -50, 369, -113, 206, 639, -61, 152, 295, 403, 558, 609, -126, 412, 827, 537, 754, 660, 874, 408, 600, 585, 215, 82, 281, 738, 944, 216, 934, -38, 126, 698, -82, 506, 969, -141, 233, 831, 324, 34]
[526, 197, 807, 826, 783, 109, 762, -202, 829, 633, -139, 900, 282, 62, 943, 616, 52, -158, -51, 881, -162, 376, -7, 741, 973, 419, 665, 528, 281, 775, 52, 663, -74, 47, 449, 557, 74, 840, 846, 756, 911, 324, -1, 683, 83, 828, -193, 523, -121, 71]
[292, 881, 596, 973, 938, 254, 561, 66, 380, 333, 511, -131, 645, 461, 819, -118, 440, 985, 665, 99, 387, -37, -137, 12, 231, 515, -243, -205, 653, -30, 65, -240, -70, 590, 145, 319, -192, 622, 515, 381, 219, 971, 333, 896, -32, 646, -12, 262, 142, -192]
[276, 956, 339, 622, -32, -164, 215, -136, 836, -72, 330, 186, 30, -241, 963, -11, -11, 715, 964, 831, 858, 311, 948, 451, -31, 489, -69, -207, 223, -189, 61, 495, 453, 224, 19, 618, 60, 956, -162, 467, -230, 573, 943, 935, 501, 77, -73, -192, 226, 576]
[114, 640, 993, 224, 771, 995, 690, -235, 990, 25, 258, -149, 942, 197, 570, -235, 61, 55, 90, 647, 669, -123, 362, 239, 263, 365, 520, 166, 168, 690, -238, 870, 632, 72, 639, 443, 110, 218, -62, 247, 909, 1001, 2, 895, -46, -160, 219, 215, 185, 999]
[604, 992, 102, -32, 741, 811, 137, 940, -132, 557, -131, 186, 103, 1009, 207, 352, -227, 475, 640, 501, 431, 918, 1, 374, 640, 106, 311, -225, -50, 283, -52, 753, 161, 985, 485, -202, 507, 13, 945, -218, 580, 563, -231, 164, -10, 904, 54, 381, 733, 948]
[836, 403, 951, 635, 117, 120, 615, -201, -64, -170, -55, 193, -11, 751, 405, 545, 108, -160, 56, 1010, 420, 47, 601, 669, -34, 221, 920, 100, 987, 334, 497, 890, 666, 826, 239, 798, 930, 103, 78, -9, 246, 784, 930, 588, 622, 828, 17, 811, 650, 601]
[96, 508, 124, 73, 670, 283, -70, 797, 859, 585, 166, 654, 980, 335, -182, 1007, 806, 150, 945, 980, 137, 558, -162, -187, 952, -3, 239, -35, 900, 7, 696, 811, -90, 599, 855, -121, 632, 721, 476, 323, 285, 305, 271, 946, 130, 622, 77, 266, -16, 471]
[113, 552, 864, 291, 647, 122, 711, 529, 533, -40, 861, 153, 396, 162, 919, 374, 811, 670, 346, 593, 697, 979, 611, 901, 67, 59, 241, 11, 769, 37, 236, 5, 600, 718, 985, 314, 695, -173, 592, 802, -50, -83, -176, 523, 704, 315, 363, 995, 378, 878]
[523, -235, 806, 622, 670, 691, 723, 44, 795, 742, 343, 779, 783, 132, -109, 392, 835, 307, 868, 194, 145, 548, 941, 536, 338, 426, 925, 806, 521, 548, -242, -161, -178, 455, 361, 719, 66, 450, 762, -95, 834, 787, 515, 255, 753, 214, -152, -5, 249, -184]
[675, 775, -147, -80, 563, 952, 895, 154, 471, -31, 450, 499, 935, -68, 520, -25, 445, 637, 755, 289, 980, 969, 10, 600, 687, 830, 962, 304, 774, 35, -48, 694, 252, 600, 695, -180, 178, 834, 99, 497, 59, 526, 98, 899, 565, 359, 557, -137, -116, 353]
[-41, 199, 16, -140, 239, 103, 619, 719, 821, 481, 435, 594, 893, 496, 65, 957, 869, 677, 761, 867, 345, 510, 219, 496, 907, 917, 336, 205, 595, 265, 583, 254, 6, 508, 80, 220, 687, 57, 225, 599, 859, 970, 975, 548, 508, 751, 515, 476, 225, 851]
[304, 522, 504, 629, -88, 14, 459, 1, -60, 734, 973, 578, -238, 940, 581, -46, 654, 744, 997, 322, 826, 925, 131, -188, 201, 149, 651, 676, 329, 837, 582, 808, 412, 672, 339, -28, 394, 456, 159, -177, 14, 606, -150, 579, 732, 260, 214, 994, 349, 92]
[492, -194, 237, 780, 256, -36, -45, 708, 350, -188, 943, 969, 816, 833, 799, 753, 52, 378, 252, 891, 217, 572, 800, 971, 182, 85, 520, 661, -178, 920, 381, 826, 559, 493, 697, -157, 12, 506, 633, 891, -186, 557, 962, 859, 375, 990, 287, 259, 247, 86]
[755, 354, 666, 378, 776, 807, -66, 840, 308, 333, -157, 742, -177, 351, 423, 316, 589, 224, 757, 294, 232, -22, 365, 318, 725, 350, 860, 288, 789, 476, -123, 305, -143, -5, 109, 216, 103, 313, -25, 282, -176, 215, 295, 804, -40, 340, 213, 761, 761, 49]
[-172, 99, -59, 474, 655, 165, 35, 363, 893, 283, 232, 769, 798, 1003, 846, 324, 744, 731, 684, 735, 858, 192, 382, 631, 187, 977, 214, 417, 246, 308, 148, 924, 238, 143, 354, -90, 222, 442, 303, 350, 336, 552, 355, 481, 380, 47, 425, -64, 412, 336]
[-222, 724, 478, 574, 608, 307, -98, -77, 877, 873, 852, 851, 850, -160, 968, 952, 394, 461, 645, 171, 198, 586, 719, 23, 550, -221, 466, 754, 481, 608, 140, 222, -202, -67, 987, 238, 349, 703, 925, 355, 51, 136, 623, 35, 102, -122, 453, 567, 574, 634]
[890, 895, 628, 146, 452, 151, 601, -36, 451, 505, 1010, 186, 496, -219, 269, 230, 30, 413, 651, 69, 849, 284, -154, -64, 685, -140, 198, 824, 971, 439, 428, 900, -20, 802, 393, -159, 603, 775, 775, 474, 480, 814, -18, 37, 100, 224, 454, -234, 984, 954]
[866, 983, -76, 687, -38, 661, 188, -223, -199, 592, 337, 238, 806, 503, 695, 377, 221, 282, 424, 619, -247, 202, -102, 593, -227, 201, 254, 310, 789, 951, 106, -137, -188, 339, 274, 93, 796, 25, 514, 298, 591, 916, 523, -240, 187, -67, 843, 888, 252, 978]
[293, 593, 786, 746, 263, -19, -183, 825, 974, 58, 800, 577, 956, 455, 592, 116, 623, 775, 294, 384, 327, 636, 467, -129, -193, 512, 800, 958, 421, 60, -113, 999, -7, 639, 766, 357, 672, 30, 732, 133, 287, 877, 270, 531, 17, -244, -197, -96, 354, -221]
[420, 926, 652, 300, -19, 942, 971, 839, -130, -178, 466, 755, 330, 71, 729, 458, 884, 120, 601, 251, 225, 478, -148, -73, 244, -100, 161, -31, 339, -69, 242, 645, 441, -171, -112, 357, -171, 979, -109, 394, 618, -222, 178, -183, 27, -79, 50, 912, 331, 959]
[255, 552, -27, 897, -152, 610, 269, 523, -214, 789, 127, 117, 16, 923, 145, 382, 1003, 295, 794, 354, 248, 768, 982, -65, 924, 319, 181, -94, 64, 435, -176, 459, 956, 485, 752, 477, 727, 597, 702, 418, 209, 108, 544, -30, -216, 192, 479, 789, -85, -91]
[-121, -8, 449, 558, 712, 286, 600, -234, 486, 643, -157, 535, 408, -41, 1003, -85, 345, 57, 17, 512, 665, 996, 189, -232, 998, 371, -134, 195, 933, 962, 43, 732, 101, 593, 261, 929, 346, 73, 504, -247, 325, 845, 545, 47, 221, -153, 375, 473, 653, 709]
[360, 399, 624, -239, 707, -195, 705, 725, 316, 50, 515, 888, 325, -119, 150, 24, 542, 881, 781, 963, 846, 282, 622, 381, -61, 975, 630, 823, 209, -161, 379, -57, -123, 36, 250, 104, 483, -26, 472, 15, 476, 591, 534, 633, 873, -64, 598, 377, -105, 786]
[944, -29, 839, 545, -43, 572, 71, -70, 362, -186, -104, 25, 508, 811, 398, 265, 1010, 320, 95, 648, 747, 392, 154, -62, 560, -203, 780, 400, -174, 262, 587, 479, 767, 461, 13, -165, 480, 564, 418, 875, 240, 325, 355, 202, -20, 341, 422, 122, -160, 853]
[2, 488, 628, -122, 156, -191, 717, 150, 475, -91, 683, 670, 947, 323, -61, 822, 237, 480, -194, 444, 1000, 205, 601, 12, 967, 781, 234, 849, 293, 560, 197, -133, 133, 340, 93, 951, 175, 515, 647, 265, 794, 296, 180, -6, -137, 811, 22, -195, 446, 550]
[426, 349, 794, 983, -43, 601, 52, 623, 38, 511, 113, -164, 814, 219, 150, -199, 668, 637, -30, 866, -158, -13, 673, -168, 392, 25, 505, 932, 998, 41, 553, 851, 544, -171, 420, 607, 213, 983, -192, 587, 923, 853, 794, 362, 341, 2, 495, 316, -32, 648]
[856, 128, 873, 1000, 677, 399, -244, 47, 668, -91, 66, 886, -184, 894, 251, 744, 460, 851, 979, 549, 399, -173, 799, 116, 746, 308, 836, 512, -18, 686, 747, 377, -198, 258, -226, 937, 598, 230, 920, 789, 564, 418, 57, 560, 785, 339, 755, 322, 105, 662]
[-56, 166, 670, 244, -181, 24, 180, 477, 465, 816, 724, 94, -159, 176, -238, -221, 211, 96, -93, -105, 380, 877, 751, 861, 251, 461, 614, 808, -88, -226, 141, 986, 210, 143, 326, 86, 527, -167, 481, 682, 548, 858, 669, 148, -237, 420, 902, 318, 468, 878]
[514, 846, 159, 166, 844, 899, 1007, 877, 35, 864, 584, 57, -142, 929, 475, 532, 370, 918, 550, 172, -4, -162, -139, 81, -193, -145, 66, 130, 750, 738, 242, 246, -167, -21, 741, 17, 645, -52, 146, 724, -52, -177, 366, 914, 583, -24, 426, 727, 727, -35]
[401, -127, 619, 274, 508, 767, 974, 177, 908, 308, 647, 418, 372, 193, -231, 124, 66, 657, 38, -34, 421, 873, -238, 309, 361, -38, 251, 100, 298, 748, 1003, 22, 878, 362, 353, 852, -234, 694, 309, 844, 855, 606, 50, 829, 642, 298, 876, 561, 700, 908]
[1006, 919, 897, 849, 21, -139, 150, 101, -144, -121, 1, 388, 988, -154, 268, -89, 150, -149, 16, 468, 866, 370, 400, 461, -74, 556, 950, 268, 992, 838, 1004, -68, -62, -79, 340, -163, 626, 480, 898, -5, -112, 890, 41, 440, 512, 843, 11, 749, 383, 999]
[83, 241, 901, 734, 8, -83, -187, 384, -146, 704, 632, 936, 732, -223, 512, -171, 132, 846, -222, 748, -71, 805, 210, 248, -162, 469, -134, 199, 808, 1005, 126, -173, 942, 37, 43, 663, 69, 80, 801, 699, 796, -118, 34, 577, 41, 53, 578, 781, 89, 962]
[607, 81, 136, 480, 384, 301, 827, 892, 1005, -143, 471, 236, 902, -49, 166, 298, 561, 679, 540, -199, 998, -6, 345, 139, -19, 391, 536, 557, 372, 310, -34, 758, 91, 148, 792, 403, 348, 980, 923, 718, 192, -196, -32, 504, -228, 655, 392, 144, 472, 980]
[771, 352, 899, 153, 988, 152, 715, 787, 405, 165, 674, 255, -178, 867, 477, 431, 435, 937, -111, 793, 603, 733, 58, 972, 277, 891, 853, 973, -125, 642, -148, 934, 987, 657, 283, 188, 863, 750, -176, -198, 148, 313, 925, -194, 578, -43, -213, 675, 756, -66]
[835, -131, 14, 64, 969, 362, -70, 963, 437, -250, 231, 10, 444, 239, 132, 812, -33, 419, 304, 315, 146, 572, 400, -236, 437, 783, 672, 454, 301, 22, -29, 357, 47, 227, 334, 72, 259, 767, 519, 10, 102, 155, 947, 267, 670, 757, 874, 889, 853, 196]

Process finished with exit code 0
